Word,Arousal,Valence,ValenceCategory,ValenceVsNeutral,Happiness,Anger,Fear,Sadness,Disgust,Surprise,Dominant_Emotion,N_Arousal,N_Valence,N_Primary_Emotion,N_Unknown_Arousal,N_Unknown_Valence,N_Unknown_Primary_Emotion,Concreteness,ConcretenessCategory,Imageability,ImageabilityCategory,SourceImageability,Frequency_Zipf,Prevalence,Length,Nsyl,N_phonemes,PoS,OLD20,AoA,DLP_RT,DLP_Acc,DCP_RT,DCP_Acc
gemeenschappelijk,2.785714286,3.7,positive,valenced,1.5,1,1.083333333,1,1,1.083333333,Happiness,16,20,12,0,0,0,2.333333333,low,3.45,low,de Deyne et al. 2019,3.288651578,2.644102712,17,5,13,ADJ,4.45,9.777777778,555.504878,1,1263.02,1
werktijd,3,2.684210526,negative,neutral,1.454545455,1.272727273,1.454545455,1.545454545,1.181818182,1.363636364,Sadness,17,19,11,0,0,0,3,high,#N/A,#N/A,#N/A,3.262308675,2.800671802,8,2,7,N,2.45,9.777777778,529.9229268,1,1028.84,1
coachen,3.4375,3.578947368,positive,neutral,1.9,1.1,1.2,1.2,1.2,1.3,Happiness,15,19,10,0,0,0,2.666666667,low,#N/A,#N/A,#N/A,3.256862006,2.250943773,7,2,5,WW,1.85,9.777777778,534.0275,0.925,1017.37,0.99
verslavend,3.3125,2.166666667,negative,neutral,1.333333333,2,3,2.666666667,1.888888889,1.444444444,Fear,15,18,9,0,0,0,2.066666667,low,#N/A,#N/A,#N/A,3.256862006,2.489084549,10,3,10,ADJ,1.85,9.777777778,556.1715,0.975609756,1027.01,0.99
tijdbom,4.470588235,1.631578947,negative,neutral,1,2.25,4.05,2.25,1.75,2.575,Fear,15,19,8,0,0,0,3.466666667,high,#N/A,#N/A,#N/A,3.256862006,2.345111533,7,2,6,N,2.85,9.777777778,520.5776923,1,1024.54,1
rozenkrans,2.1875,3.388888889,positive,neutral,2.133333333,1,1,1.111111111,1,1.555555556,Happiness,17,18,9,0,0,1,4.266666667,high,#N/A,#N/A,#N/A,3.234289447,2.278009086,10,3,9,N,3.75,9.777777778,585.2987179,0.951219512,1090.54,0.99
oververhit,3.933333333,2.157894737,negative,neutral,1.1,1.1,1.6,1.3,1.4,1.2,Fear,17,19,10,0,0,0,3.266666667,high,#N/A,#N/A,#N/A,3.234289447,2.208970941,10,4,10,ADJ,2.95,9.777777778,674.2211765,0.925,1300.95,0.99
onafscheidelijk,2.529411765,3.526315789,positive,neutral,2.625,1.375,2,1.571428571,1.125,1.125,Happiness,16,19,8,0,0,0,1.933333333,low,#N/A,#N/A,#N/A,3.222560409,2.815275095,15,5,12,ADJ,4,9.777777778,571.7097368,1,1276.1,0.99
oplappen,3.470588235,3.210526316,positive,neutral,1.5,1,1.5,1.7,1.1,1.2,Sadness,13,19,10,0,0,0,2.466666667,low,#N/A,#N/A,#N/A,3.216561735,2.841672461,8,3,6,WW,1.8,9.777777778,610.2172973,0.95,1059.33,0.99
onverstandig,3.2,1.894736842,negative,neutral,1,1.625,1.625,2.075,1.8,1.25,Sadness,15,19,8,0,0,0,1.714285714,low,#N/A,#N/A,#N/A,3.191730393,3.167742879,12,4,12,ADJ,2.6,9.777777778,580.3108108,1,1180.67,1
losgeslagen,3.785714286,2,negative,neutral,1.090909091,2.909090909,3,1.454545455,1.272727273,1.727272727,Fear,14,20,11,0,0,0,2.4,low,#N/A,#N/A,#N/A,3.172135697,2.334685402,11,4,10,ADJ,2.6,9.777777778,637.6765714,0.853658537,1082.16,1
hertrouwen,3.1875,3.111111111,positive,neutral,2.5,1,1.325,1.5,1,1.7,Happiness,16,18,8,0,0,0,2.8,low,#N/A,#N/A,#N/A,3.165392727,2.40444605,10,3,8,WW,2.15,9.777777778,596.5817949,0.951219512,1237.98,0.99
koopman,3.1875,3,neutral,neutral,1.125,1.125,1.125,1,1,1.125,Joint,15,19,8,0,0,0,3.133333333,high,#N/A,#N/A,#N/A,3.158573556,2.575988115,7,2,6,N,2.25,9.777777778,543.7623684,1,1019.48,1
stamhoofd,2.875,2.894736842,negative,neutral,1.454545455,1.272727273,1.363636364,1.181818182,1.090909091,1,Happiness,14,19,11,0,0,0,3.066666667,high,#N/A,#N/A,#N/A,3.158573556,2.771473495,9,2,8,N,2.9,9.777777778,549.9259459,0.926829268,1056.25,1
aanmoediging,3.823529412,4.315789474,positive,valenced,2.625,1,1.25,1,1,1.625,Happiness,16,19,8,0,0,0,2.666666667,low,#N/A,#N/A,#N/A,3.12264177,3.100543711,12,4,9,N,3.05,9.777777778,587.87575,0.975609756,1141.18,1
leeghoofd,2.4375,1.894736842,negative,neutral,1,2.090909091,1.181818182,1.363636364,2,1.090909091,Anger,15,19,11,0,0,0,2,low,#N/A,#N/A,#N/A,3.12264177,2.394092624,9,2,7,N,2.55,9.777777778,538.5679487,1,1086.08,0.99
gruwelen,3.875,1.736842105,negative,neutral,1,2.222222222,4.111111111,2,3.444444444,1.333333333,Fear,14,19,9,0,0,0,2.642857143,low,#N/A,#N/A,#N/A,3.115111036,1.943948113,8,3,7,WW,2.05,9.777777778,555.1205882,0.95,1022.91,0.98
ongewenst,3.214285714,1.7,negative,neutral,1,2.7,2.3,3,2,1.5,Sadness,16,20,10,0,0,0,1.8,low,#N/A,#N/A,#N/A,3.115111036,2.284409255,9,3,9,ADJ,2.4,9.777777778,514.4213889,1,1050.26,0.99
ladderzat,3.125,2.277777778,negative,neutral,1.222222222,2.155555556,1.511111111,1.6,2.577777778,1.177777778,Disgust,17,18,9,0,0,0,3.466666667,high,#N/A,#N/A,#N/A,3.107413497,2.517873204,9,3,8,ADJ,2.9,9.777777778,547.4266667,0.975,1032.29,0.99
vogelvrij,2.733333333,3.789473684,positive,valenced,3,1.222222222,1.555555556,1.555555556,1.222222222,1.777777778,Happiness,16,19,9,0,0,0,1.733333333,low,#N/A,#N/A,#N/A,3.08350262,2.567533005,9,3,8,ADJ,2.7,9.777777778,535.5557895,1,1020.33,0.99
abonnement,2.5625,3.277777778,positive,neutral,1.636363636,1.454545455,1.272727273,1.636363636,1.363636364,1.090909091,Joint,14,18,11,0,0,0,3.066666667,high,#N/A,#N/A,#N/A,3.075218379,2.182755292,10,4,9,N,2.8,9.777777778,558.97025,1,1223.76,0.98
showen,3.733333333,3.052631579,positive,neutral,1.666666667,1,1,1,1,2.111111111,Surprise,16,19,9,0,0,0,3.333333333,high,#N/A,#N/A,#N/A,3.031327658,1.770587436,6,2,4,WW,1.9,9.777777778,550.0085294,0.875,1156.4,0.97
oogverblindend,3.666666667,4,positive,valenced,2.636363636,1,1,1,1,1.818181818,Happiness,14,19,11,0,0,0,2.333333333,low,#N/A,#N/A,#N/A,3.002684313,2.562673969,14,4,13,ADJ,3.3,9.777777778,604.28175,1,1116.16,0.99
aanschaffen,3.333333333,3.368421053,positive,neutral,1.666666667,1,1,1,1,1.222222222,Happiness,16,19,9,0,0,0,2.266666667,low,#N/A,#N/A,#N/A,3.002684313,2.821618929,11,3,7,WW,2.55,9.777777778,528.4123684,1,1021.02,1
ongeloof,3.071428571,2.1,negative,neutral,1.1,1.9,2.2,1.6,1.5,1.9,Fear,17,20,10,0,0,0,1.4,low,#N/A,#N/A,#N/A,3.002684313,2.848628397,8,3,7,N,2.65,9.777777778,524.3268571,0.975609756,1016.46,1
ontoelaatbaar,3.1875,1.842105263,negative,neutral,1,3.133333333,1.444444444,1.111111111,1.111111111,1,Anger,16,19,9,0,0,0,1.8,low,#N/A,#N/A,#N/A,3.002684313,2.835021697,13,4,10,ADJ,3.7,9.777777778,597.0027027,0.926829268,1220.4,1
vergieten,3,2.947368421,negative,neutral,1,1.545454545,1.545454545,2.145454545,1.363636364,1.090909091,Sadness,14,19,11,0,0,0,3.357142857,high,#N/A,#N/A,#N/A,2.972017599,1.73006439,9,3,7,WW,1.7,9.777777778,559.02425,1,1210.04,0.94
verwoorden,2.823529412,3.157894737,positive,neutral,1.7,1,1.4,1,1,1,Happiness,17,19,10,0,0,0,2.133333333,low,#N/A,#N/A,#N/A,2.950267468,2.627679575,10,3,8,WW,1.65,9.777777778,575.56675,1,1160.42,1
stillen,2.705882353,2.947368421,negative,neutral,1.6,1,1,1,1,1,Happiness,14,19,8,0,0,3,2.461538462,low,#N/A,#N/A,#N/A,2.939019776,1.238564378,7,2,5,WW,1.35,9.777777778,571.49,0.925,1341.58,0.92
muurvast,2.285714286,2.55,negative,neutral,1.181818182,1.909090909,1.6,1.527272727,1.181818182,1.090909091,Anger,11,20,11,0,0,0,3.066666667,high,#N/A,#N/A,#N/A,2.939019776,2.300247667,8,2,7,ADJ,2.35,9.777777778,514.3371795,0.951219512,1022.06,0.99
uitputting,3.058823529,1.684210526,negative,neutral,1,1.272727273,1.363636364,2,1.272727273,1.090909091,Sadness,14,19,11,0,0,0,2.2,low,4.6,high,van Loon,2.915505362,2.294380526,10,3,7,N,2.55,9.777777778,522.0352632,1,1023.42,0.99
sluwheid,3.357142857,1.95,negative,neutral,1.166666667,1.833333333,1.666666667,1.333333333,1.666666667,1.333333333,Anger,14,20,12,0,0,0,1.733333333,low,#N/A,#N/A,#N/A,2.90330708,2.28172579,8,2,7,N,2.2,9.777777778,531.3668421,0.975,1046.83,0.99
overschrijven,3.133333333,2.736842105,negative,neutral,1.181818182,1,1.181818182,1.072727273,1.090909091,1.181818182,Joint,14,19,11,0,0,0,3.333333333,high,#N/A,#N/A,#N/A,2.864392405,2.78264601,13,4,10,WW,2.1,9.777777778,560.5156098,1,1101.9,1
tegenstelling,3,2.65,negative,neutral,1.125,1.75,1.625,1.571428571,1.25,1.5,Anger,14,20,8,0,0,0,1.8,low,#N/A,#N/A,#N/A,2.836324116,2.523437531,13,4,10,N,3.35,9.777777778,531.48,1,1072.49,0.99
afwijken,3.5,2.388888889,negative,neutral,1,1.25,1.333333333,1.333333333,1.166666667,1.25,Joint,16,18,12,0,0,0,2.533333333,low,#N/A,#N/A,#N/A,2.836324116,2.843980055,8,3,6,WW,1.8,9.777777778,524.5458974,1,1051.98,1
verduisteren,2.642857143,2.25,negative,neutral,1.125,2,1.625,1.571428571,1.625,1.5,Anger,15,20,8,0,0,0,3.133333333,high,#N/A,#N/A,#N/A,2.836324116,2.561193183,12,4,10,WW,2.45,9.777777778,573.7654054,0.926829268,1010.15,0.99
bestelauto,2.933333333,2.947368421,negative,neutral,1,1,1.46,1,1,1,Fear,12,19,10,0,0,1,3.666666667,high,#N/A,#N/A,#N/A,2.821644518,2.033021577,10,4,9,N,3.6,9.777777778,602.6445714,0.9,1119.32,0.98
afhaken,3.285714286,1.95,negative,neutral,1,1.454545455,1.454545455,2.090909091,1.272727273,1.272727273,Sadness,17,20,11,0,0,0,2.4,low,#N/A,#N/A,#N/A,2.821644518,3.178712199,7,3,6,WW,1.45,9.777777778,575.0921622,0.95,1057.69,1
neerkijken,3.142857143,1.85,negative,neutral,1,2.6,1.5,1.6,2.3,1.2,Anger,17,20,10,0,0,0,3.066666667,high,#N/A,#N/A,#N/A,2.821644518,2.900992261,10,3,7,WW,2.45,9.777777778,574.7056757,0.95,990.56,1
flodder,2.8125,2.470588235,negative,neutral,1.428571429,1,1,1.4,1.942857143,1,Disgust,17,17,7,0,1,0,2.785714286,low,#N/A,#N/A,#N/A,2.790566625,2.201720248,7,2,6,N,1.7,9.777777778,560.466129,0.825,1193.63,0.97
uitreiken,3.4,3.473684211,positive,neutral,2.666666667,1,1.444444444,1.222222222,1,2.577777778,Happiness,17,19,9,0,0,1,3.2,high,#N/A,#N/A,#N/A,2.739414103,2.092061267,9,3,6,WW,1.7,9.777777778,586.877027,0.951219512,1189.89,0.99
allerhande,2.764705882,3,neutral,neutral,1.2,1.125,1,1.125,1,1.25,Surprise,14,19,8,0,0,0,1.4,low,#N/A,#N/A,#N/A,2.739414103,2.394338073,10,4,9,Function,3.55,9.777777778,599.6951282,0.975,1164.5,0.99
ongewild,3.411764706,1.842105263,negative,neutral,1,2.914285714,2.714285714,2.742857143,1.628571429,1.857142857,Anger,16,19,7,0,0,0,1.4,low,#N/A,#N/A,#N/A,2.720985744,2.946961494,8,3,8,ADJ,2,9.777777778,563.3621053,1,1100.01,1
slaapverwekkend,1.666666667,2.052631579,negative,neutral,1,1.545454545,1.636363636,1.363636364,1.454545455,1,Fear,15,19,11,0,0,0,2.266666667,low,#N/A,#N/A,#N/A,2.701654317,2.254207033,15,4,13,ADJ,4.2,9.777777778,595.6155263,0.951219512,1188.94,1
piranha,3.1875,2.210526316,negative,neutral,1,2.125,3.25,1,1.5,1.625,Fear,14,19,8,0,0,1,4.733333333,high,4.617647059,high,de Deyne et al. 2008,2.681422156,1.488303927,7,3,7,N,2.9,9.777777778,620.914,0.756097561,1464.57,0.93
leegpompen,3.875,2.5,negative,neutral,1,1.454545455,1.727272727,1.636363636,2.109090909,1.272727273,Disgust,14,18,11,0,0,0,3.8,high,#N/A,#N/A,#N/A,2.66029616,2.772099659,10,3,8,WW,2.4,9.777777778,604.9884211,0.951219512,1081.12,0.99
maffen,1.642857143,3.210526316,positive,neutral,2.1,1,1,1,1.1,1.2,Happiness,14,19,10,0,0,0,3.642857143,high,5.5,high,van Loon,2.637989781,1.376046517,6,2,4,WW,1.55,9.777777778,525.7027027,0.925,1125.86,0.94
uitgroeien,3.25,2.842105263,negative,neutral,1.3,1.3,1.2,1.4,1.2,1.3,Sadness,14,19,10,0,0,0,2.933333333,low,#N/A,#N/A,#N/A,2.637989781,2.929883187,10,3,7,WW,1.7,9.777777778,575.4071053,0.975,1087.27,1
hengelen,2.5,3,neutral,neutral,1.4,1,1,1,1.3,1.2,Happiness,17,18,10,0,0,0,3.533333333,high,#N/A,#N/A,#N/A,2.614475366,2.26251751,8,3,6,WW,1.65,9.777777778,552.6787179,0.975609756,983.72,0.99
mensaap,2.785714286,2.95,negative,neutral,1.418181818,1,1,1,1.181818182,1.090909091,Happiness,17,20,11,0,0,0,3.8,high,#N/A,#N/A,#N/A,2.614475366,2.41882717,7,2,6,N,2.65,9.777777778,644.0879412,0.853658537,1124.23,0.99
versmelten,2.714285714,2.9,negative,neutral,1.545454545,1.090909091,1.272727273,1.181818182,1.181818182,1,Happiness,15,20,11,0,0,0,3.666666667,high,#N/A,#N/A,#N/A,2.614475366,2.222777538,10,3,9,WW,1.85,9.777777778,570.6841026,0.951219512,1087.35,0.99
hulpverlener,3.2,3.789473684,positive,valenced,1.625,1,1.2,1.575,1.125,1.5,Happiness,16,19,8,0,0,0,3.333333333,high,#N/A,#N/A,#N/A,2.563362409,2.835586185,12,4,12,N,4.35,9.777777778,580.7338462,0.975,1041.38,1
dippen,2.875,3.055555556,positive,neutral,1.222222222,1,1,1,1,1.222222222,Joint,15,18,9,0,0,0,3.8,high,#N/A,#N/A,#N/A,2.563362409,1.808615053,6,2,4,WW,1.45,9.777777778,627.819697,0.825,1110.11,0.98
tijdrekken,3,2.2,negative,neutral,1.2,2.2,1.3,1.4,1.3,1.4,Anger,16,20,10,1,0,0,2.133333333,low,#N/A,#N/A,#N/A,2.563362409,0.884262334,10,3,7,WW,2.65,9.777777778,646.3228571,0.75,1357.15,0.9
bewoonbaar,2.470588235,3.473684211,positive,neutral,2.727272727,1,1.090909091,1,1,1.454545455,Happiness,11,19,11,0,0,0,2.133333333,low,#N/A,#N/A,#N/A,2.53529412,3.204387932,10,3,8,ADJ,3.2,9.777777778,515.1908824,0.902439024,1031.75,1
tartaar,2.733333333,3.105263158,positive,neutral,1.163636364,1.072727273,1.072727273,1.072727273,1.163636364,1.072727273,Joint,15,19,11,0,0,0,4.6,high,5.5,high,van Loon,2.53529412,2.412926729,7,2,6,N,2.1,9.777777778,621.5792308,0.975,1085.7,0.98
beklag,3.428571429,2,negative,neutral,1,2.75,1.625,2,1.375,1.375,Anger,17,20,8,0,0,2,2.066666667,low,#N/A,#N/A,#N/A,2.53529412,2.178905898,6,2,6,N,1.75,9.777777778,663.156875,0.780487805,1138.48,0.96
sportiviteit,4.285714286,3.736842105,positive,valenced,2.5,1,1,1,1,1.5,Happiness,16,19,10,0,0,0,2.066666667,low,#N/A,#N/A,#N/A,2.505421328,2.254434708,12,4,11,N,3.75,9.777777778,621.18425,0.975609756,1099.76,0.98
ontbloten,3.666666667,3.157894737,positive,neutral,1.444444444,1,1.444444444,1,1,1.222222222,Joint,14,19,9,0,0,0,3.666666667,high,#N/A,#N/A,#N/A,2.473194909,2.381034936,9,3,8,WW,1.85,9.777777778,567.7043243,1,1147.48,0.98
verstijven,3.411764706,1.947368421,negative,neutral,1,1.363636364,3.363636364,1.454545455,1.4,2.090909091,Fear,17,19,11,0,0,0,3.466666667,high,#N/A,#N/A,#N/A,2.473194909,2.508414027,10,3,8,WW,1.95,9.777777778,630.4962857,0.9,1132.68,0.99
groeperen,2.785714286,3.1,positive,neutral,1,1.181818182,1.363636364,1.181818182,1.181818182,1,Fear,15,20,11,0,0,0,2.4,low,#N/A,#N/A,#N/A,2.438384107,2.84735599,9,3,7,WW,2.3,9.777777778,592.9952632,1,1094.78,1
weerkaatsen,2.928571429,3,neutral,neutral,1.111111111,1.222222222,1.222222222,1,1.111111111,1.666666667,Surprise,17,20,9,0,0,1,3.533333333,high,#N/A,#N/A,#N/A,2.438384107,2.897907012,11,3,8,WW,2.5,9.777777778,578.3021053,0.926829268,1187.21,1
kloterij,3.642857143,1.65,negative,neutral,1,3.25,1.25,1.428571429,2.375,1.25,Anger,16,20,8,0,0,0,2.2,low,#N/A,#N/A,#N/A,2.438384107,1.830891922,8,3,7,N,2,9.777777778,603.7747059,0.87804878,1322.03,0.79
leunstoel,2.25,3.388888889,positive,neutral,1.666666667,1,1,1,1,1,Happiness,14,18,9,0,0,1,4.466666667,high,#N/A,#N/A,#N/A,2.400537989,1.806509787,9,2,7,N,2.95,9.777777778,551.172,0.975609756,1141.14,0.97
hitlijst,3.3125,3.277777778,positive,neutral,2.454545455,1.090909091,1.090909091,1,1,2.363636364,Happiness,16,18,11,0,0,0,3.133333333,high,#N/A,#N/A,#N/A,2.359266165,2.427416641,8,2,7,N,2.65,9.777777778,601.7697436,0.951219512,995.36,1
bijspringen,3.529411765,3.263157895,positive,neutral,1.8,1,1,1,1,1.3,Happiness,12,19,10,0,0,0,2.333333333,low,#N/A,#N/A,#N/A,2.359266165,3.169867844,11,3,8,WW,2.25,9.777777778,550.3815385,0.975609756,1094.78,1
geurig,2.733333333,3.052631579,positive,neutral,1.98,1,1,1,1.6,1.36,Happiness,15,19,10,0,0,1,3,high,4.75,high,de Deyne et al. 2019,2.359266165,2.115447635,6,2,5,ADJ,1.8,9.777777778,491.2382857,0.87804878,1042.61,0.99
vastlopen,3.352941176,2.315789474,negative,neutral,1,2.285714286,1.8,2.885714286,1.142857143,1.628571429,Sadness,16,19,7,0,0,0,3,high,#N/A,#N/A,#N/A,2.359266165,3.135768736,9,3,8,WW,2.6,9.777777778,573.4508333,0.902439024,1031.28,1
verstenen,2.642857143,2.25,negative,neutral,1,1.272727273,2.327272727,1.272727273,1.181818182,1.709090909,Fear,16,20,11,0,0,0,2.8,low,#N/A,#N/A,#N/A,2.359266165,2.252241503,9,3,8,WW,1.7,9.777777778,602.9627778,0.87804878,1170.89,0.98
afgedragen,3.058823529,2.157894737,negative,neutral,1.555555556,1.444444444,1.444444444,2.222222222,1.666666667,1.333333333,Sadness,14,19,9,0,0,0,2.666666667,low,#N/A,#N/A,#N/A,2.31344537,1.932608897,10,4,9,ADJ,2.25,9.777777778,646.5786842,0.975,1267.74,0.98
hometrainer,3.214285714,3.4,positive,neutral,2.111111111,1.222222222,1.111111111,1.222222222,1.111111111,1.222222222,Happiness,14,20,9,0,0,0,4.6,high,#N/A,#N/A,#N/A,2.262213705,2.176856139,11,3,9,N,4.35,9.777777778,620.4278788,0.804878049,1121.98,0.98
hoofdschotel,2.8125,3.333333333,positive,neutral,2.34,1,1,1,1,1.44,Happiness,14,18,10,0,0,1,4.133333333,high,#N/A,#N/A,#N/A,2.262213705,3.11037911,12,3,10,N,3.6,9.777777778,583.8217949,0.975,1177.35,0.99
behanger,3.2,3.052631579,positive,neutral,1.416666667,1,1,1,1,1,Happiness,16,19,12,0,0,0,4.2,high,#N/A,#N/A,#N/A,2.204391332,2.244007299,8,3,7,N,2,9.777777778,549.7267568,0.926829268,1100.16,0.99
onderdoen,3,2.315789474,negative,neutral,1,1.825,1.875,2.125,1.375,1.75,Sadness,14,19,8,0,0,0,1.8,low,#N/A,#N/A,#N/A,2.204391332,2.034461287,9,3,8,WW,1.8,9.777777778,592.75525,0.975609756,1204.36,0.96
schaapachtig,2.266666667,2.263157895,negative,neutral,1.3,1,1.5,1.4,1.4,1.3,Fear,12,19,10,0,0,0,1.933333333,low,#N/A,#N/A,#N/A,2.204391332,2.21632147,12,3,9,ADJ,2.4,9.777777778,650.248,0.87804878,1167.98,0.99
bescheten,3.0625,1.684210526,negative,neutral,1,2.4,1.2,1.8,3.4,1.7,Disgust,17,19,10,0,0,0,2.166666667,low,#N/A,#N/A,#N/A,2.204391332,1.825097615,9,3,7,ADJ,1.7,9.777777778,653.5813793,0.731707317,1319,0.96
gestuntel,3.466666667,2.105263158,negative,neutral,1.125,1.375,1.725,1.95,1.125,1.325,Sadness,16,19,8,0,0,0,2.571428571,low,#N/A,#N/A,#N/A,2.137354111,2.332047049,9,3,9,N,2.55,9.777777778,631.1511111,0.682926829,1160.62,0.99
potdoof,2.470588235,1.736842105,negative,neutral,1,1.422222222,1.222222222,2.111111111,1,1,Sadness,14,19,9,0,0,0,2.8,low,#N/A,#N/A,#N/A,2.137354111,2.025058984,7,2,5,ADJ,2.85,9.777777778,611.8462162,0.926829268,1342.96,0.74
bezaaien,3.125,3.157894737,positive,neutral,1.888888889,1.333333333,1.333333333,1.333333333,1.333333333,1.444444444,Happiness,16,19,9,0,0,0,3.333333333,high,#N/A,#N/A,#N/A,2.05804623,2.218076295,8,3,6,WW,1.9,9.777777778,585.6305714,0.95,1139.52,0.97
overig,2.642857143,3,neutral,neutral,1.111111111,1.111111111,1.111111111,1.111111111,1,1.111111111,Joint,15,20,9,0,0,1,1.4,low,#N/A,#N/A,#N/A,2.05804623,2.188093583,6,3,6,ADJ,1.9,9.777777778,547.4954286,0.9,1034.2,0.98
omsluiten,3.0625,2.947368421,negative,neutral,1.222222222,1.333333333,2.444444444,1.555555556,1.222222222,1.444444444,Fear,14,19,9,0,0,0,2.8,low,#N/A,#N/A,#N/A,2.05804623,2.445990523,9,3,7,WW,1.9,9.777777778,571.5234146,1,1112.51,0.99
vertering,2.75,2.888888889,negative,neutral,1.444444444,1.111111111,1.111111111,1.111111111,2.333333333,1.222222222,Disgust,16,18,9,0,0,0,2.333333333,low,#N/A,#N/A,#N/A,2.05804623,2.600425245,9,3,8,N,1.85,9.777777778,661.2802941,0.9,1232.23,0.99
meewerkend,3.4,3.736842105,positive,valenced,2.872727273,1.072727273,1.072727273,1.072727273,1.072727273,1.345454545,Happiness,14,19,11,0,0,0,2.4,low,#N/A,#N/A,#N/A,1.961421094,2.107487646,10,3,9,ADJ,2.25,9.777777778,565.4675676,0.926829268,1185.38,0.99
ruiker,2.8125,3.210526316,positive,neutral,2.5,1.1,1,1,1.1,2.2,Happiness,15,19,10,0,0,0,3.533333333,high,#N/A,#N/A,#N/A,1.961421094,2.231756284,6,2,5,N,1.55,9.777777778,618.86,0.975,1163.76,0.97
merendeels,2.866666667,3.105263158,positive,neutral,1.5,1,1.125,1.125,1,1.45,Happiness,15,19,8,0,0,0,1.733333333,low,#N/A,#N/A,#N/A,1.961421094,1.946868979,10,3,9,Function,3.05,9.777777778,602.4773684,0.975,1135.5,0.98
afvinken,2.857142857,3.5,positive,neutral,2.888888889,1.222222222,1.333333333,1.333333333,1.333333333,1.666666667,Happiness,16,20,9,0,0,0,3.714285714,high,#N/A,#N/A,#N/A,1.836324116,1.731168736,8,3,6,WW,1.8,9.777777778,654.0782353,0.85,1207.82,0.97
windhond,3.176470588,3,neutral,neutral,1.509090909,1,1.090909091,1.272727273,1.272727273,1.181818182,Happiness,16,19,11,0,0,0,4.666666667,high,#N/A,#N/A,#N/A,1.836324116,2.452051588,8,2,8,N,2.7,9.777777778,583.7163158,0.95,1101.17,0.98
articulatie,2.647058824,3.157894737,positive,neutral,1.333333333,1.222222222,1,1,1,1.111111111,Happiness,14,19,9,0,0,0,2.333333333,low,#N/A,#N/A,#N/A,1.6599162,2.400196858,11,5,11,N,3.55,9.777777778,636.5310256,1,1298.39,0.99
vervoeging,3.071428571,3.15,positive,neutral,1,1,1,1,1.111111111,1.111111111,Joint,16,20,9,0,0,1,1.933333333,low,#N/A,#N/A,#N/A,1.6599162,2.604927971,10,3,8,N,1.85,9.777777778,576.7566667,0.926829268,1291.65,0.99
aanhalingsteken,2.75,3,neutral,neutral,1.125,1.25,1.125,1.142857143,1.25,1.125,Joint,15,18,8,0,0,0,3.733333333,high,#N/A,#N/A,#N/A,1.6599162,2.294216189,15,5,12,N,4.4,9.777777778,646.1505128,0.951219512,1373.29,0.99
tuinbouwbedrijf,2.9375,3.105263158,positive,neutral,1.2,1,1,1,1,1.1,Happiness,17,19,10,0,0,0,3.571428571,high,#N/A,#N/A,#N/A,1.359835482,2.573784442,15,4,12,N,5.4,9.777777778,719.3068571,0.926829268,1275.96,1
schrijverij,2.714285714,3,neutral,neutral,1.4,1.1,1.1,1.1,1.1,1.325,Happiness,15,18,8,2,1,3,2.571428571,low,#N/A,#N/A,#N/A,1.961421094,0.97620807,11,3,8,N,2.75,9.785714286,753.1565385,0.682926829,1434.24,0.87
windel,2.636363636,2.666666667,negative,neutral,1,1,1,1,1,1,Joint,15,18,9,3,1,0,4.642857143,high,#N/A,#N/A,#N/A,1.6599162,1.431980998,6,2,6,N,1.5,9.785714286,582.3960714,0.7,1429.3,0.58
bankstel,2.4,3,neutral,neutral,1.7,1,1,1,1,1,Happiness,16,18,10,0,1,2,4.142857143,high,#N/A,#N/A,#N/A,2.05804623,2.155821426,8,2,8,N,2.35,9.789473684,621.730625,0.825,1110,0.99
herboren,3.133333333,3.736842105,positive,valenced,2.4,1.2,1.2,1.2,1.4,2,Happiness,17,19,10,0,0,0,1.6,low,#N/A,#N/A,#N/A,3.703618051,2.374154816,8,3,7,ADJ,2,9.789473684,560.5302564,0.951219512,1081.54,0.99
proosten,3.2,4.388888889,positive,valenced,3.4,1.1,1.2,1.3,1.1,1.4,Happiness,17,18,10,1,0,0,3.333333333,high,#N/A,#N/A,#N/A,3.323004451,1.677920801,8,2,6,WW,1.8,9.789473684,617.3954054,0.95,1135.83,0.98
opdondertje,3.25,2.157894737,negative,neutral,1,2.5,1.6,1.8,1.2,1.5,Anger,14,19,10,0,0,1,2.2,low,#N/A,#N/A,#N/A,2.589726256,2.036160306,11,4,11,N,2.95,9.789473684,626.0014286,0.925,1207.96,0.98
nippen,2.823529412,3.210526316,positive,neutral,1.571428571,1,1,1,1,1.485714286,Happiness,16,19,7,0,0,1,3.466666667,high,#N/A,#N/A,#N/A,2.563362409,1.9166885,6,2,4,WW,1.25,9.789473684,608.6403125,0.825,1134.79,0.97
betreffen,3,3,neutral,neutral,1.333333333,1.222222222,1.333333333,1.333333333,1.111111111,1.222222222,Joint,14,19,9,0,0,0,1.666666667,low,2.3,low,van Loon,2.505421328,2.436451807,9,3,7,WW,2.35,9.789473684,541.3,0.975,1024.91,1
beleving,3.1875,3.777777778,positive,valenced,1.8,1,1.2,1,1,1.4,Happiness,12,18,10,0,0,0,1.533333333,low,3.07,low,van Loon,2.400537989,3.120274287,8,3,7,N,1.85,9.789473684,548.8274359,0.975609756,1055.84,1
